Art.;Conteudo
227;Art. 227 . É dever da família, da sociedade e do Estado assegurar à criança, ao adolescente e ao jovem, com absoluta prioridade, o direito à vida, à saúde, à alimentação, à educação, ao lazer, à profissionalização, à cultura, à dignidade, ao respeito, à liberdade e à convivência familiar e comunitária, além de colocá-los a salvo de toda forma de negligência, discriminação, explora- ção, violência, crueldade e opressão. (Caput do artigo com redação dada pela EC nº 65, de 2010) 8 1º O Estado promoverá programas de assistência integral à saúde da criança, do ado- lescente e do jovem, admitida a participação de entidades não governamentais, mediante políticas específicas e obedecendo aos seguintes preceitos (Parágrafo com redação dada pela EC nº 65, de 2010) 125 126 CONSTITUIÇÃO DA REPUBLICA FEDERATIVA DO BRASIL - aplicação de percentual dos recursos públicos destinados à saúde na assistência materno-infantil, Il - criação de programas de prevenção e atendimento especializado para as pessoas porta- doras de deficiência física, sensorial ou mental, bem como de integração social do adolescente e do jovem portador de deficiência, mediante o treinamento para o trabalho e a convivência, e a facilitação do acesso aos bens e serviços coletivos, com a eliminação de obstáculos arquitetô- nicos e de todas as formas de discriminação. (Inciso com redação dada pela EC nº 65, de 2010) § 2º A lei disporá sobre normas de construção dos logradouros e dos edifícios de uso pú- blico e de fabricação de veículos de transporte coletivo, a fim de garantir acesso adequado às pessoas portadoras de deficiência. § 3º O direito a proteção especial abrangerá os seguintes aspectos - idade mínima de quatorze anos para admissão ao trabalho, observado o disposto no art. 7º, XXXIII, Il - garantia de direitos previdenciários e trabalhistas, Ill - garantia de acesso do trabalhador adolescente e jovem à escola, (Inciso com redação dada pela EC nº 65, de 2010) IV - garantia de pleno e formal conhecimento da atribuição de ato infracional, igualdade na relação processual e defesa técnica por profissional habilitado, segundo dispuser a legislação tutelar específica, V- obediência aos princípios de brevidade, excepcionalidade e respeito à condição peculiar de pessoa em desenvolvimento, quando da aplicação de qualquer medida privativa da liber- dade, VI - estímulo do poder público, através de assistência jurídica, incentivos fiscais e subsídios, nos termos da lei, ao acolhimento, sob a forma de guarda, de criança ou adolescente órfão ou abandonado, VII - programas de prevenção e atendimento especializado à criança, ao adolescente e ao jovem dependente de entorpecentes e drogas afins. (Inciso com redação dada pela EC nº 65, de 2010) § 4º A lei punirá severamente o abuso, a violência e a exploração sexual da criança e do adolescente. § 5º A adoção será assistida pelo poder público, na forma da lei, que estabelecerá casos e condições de sua efetivação por parte de estrangeiros. § 6º Os filhos, havidos ou não da relação do casamento, ou por adoção, terão os mesmos direitos e qualificações, proibidas quaisquer designações discriminatórias relativas à filiação. § 7º No atendimento dos direitos da criança e do adolescente levar-se-á em consideração o disposto no art. 204. 5 8º A Lei estabelecerá l- o estatuto da juventude, destinado a regular os direitos dos jovens, Il - o plano nacional de juventude, de duração decenal, visando à articulação das várias esferas do poder público para a execução de políticas públicas. (Parágrafo acrescido pela EC nº 65, de 2010)
228;Art. 228 . São penalmente inimputáveis os menores de dezoito anos, sujeitos às normas da legislação especial.
229;Art. 229 . Os pais têm o dever de assistir, criar e educar os filhos menores, e os filhos maiores têm dever de ajudar e amparar os pais na velhice, carência ou enfermidade.
230;Art. 230 . A família, a sociedade e o Estado têm o dever de amparar as pessoas idosas, assegu- rando sua participação na comunidade, defendendo sua dignidade e bem-estar e garantindo- -lhes o direito à vida. ART. 231 8 1º Os programas de amparo aos idosos serão executados preferencialmente em seus lares. § 2º Aos maiores de sessenta e cinco anos é garantida a gratuidade dos transportes coleti- vos urbanos. CAPÍTULO VIII - DOS ÍNDIOS
231;Art. 231 . São reconhecidos aos índios sua organização social, costumes, línguas, crenças e tradições, e os direitos originários sobre as terras que tradicionalmente ocupam, competindo à União demarcá-las, proteger e fazer respeitar todos os seus bens. 8 1º São terras tradicionalmente ocupadas pelos índios as por eles habitadas em caráter permanente, as utilizadas para suas atividades produtivas, as imprescindíveis à preservação dos recursos ambientais necessários a seu bem-estar e as necessárias a sua reprodução física e cultural, segundo seus usos, costumes e tradições. § 2º As terras tradicionalmente ocupadas pelos índios destinam-se a sua posse permanente, cabendo-lhes o usufruto exclusivo das riquezas do solo, dos rios e dos lagos nelas existentes. 83º O aproveitamento dos recursos hídricos, incluídos os potenciais energéticos, a pes- quisa e a lavra das riquezas minerais em terras indígenas só podem ser efetivados com auto- rização do Congresso Nacional, ouvidas as comunidades afetadas, ficando-lhes assegurada participação nos resultados da lavra, na forma da lei. 8 4º As terras de que trata este artigo são inalienáveis e indisponíveis, e os direitos sobre elas, imprescritíveis. § 5º É vedada a remoção dos grupos indígenas de suas terras, salvo, ad referendum do Congresso Nacional, em caso de catástrofe ou epidemia que ponha em risco sua população, ou no interesse da soberania do País, após deliberação do Congresso Nacional, garantido, em qualquer hipótese, o retorno imediato logo que cesse o risco. § 6º São nulos e extintos, não produzindo efeitos jurídicos, os atos que tenham por objeto a ocupação, o domínio e a posse das terras a que se refere este artigo, ou a exploração das ri- quezas naturais do solo, dos rios e dos lagos nelas existentes, ressalvado relevante interesse pú- blico da União, segundo o que dispuser lei complementar, não gerando a nulidade e a extinção direito a indenização ou a ações contra a União, salvo, na forma da lei, quanto às benfeitorias derivadas da ocupação de boa-fé. 8 7º Não se aplica às terras indígenas o disposto no art. 174,88 3º e 4º.
232;Art. 232 . Os índios, suas comunidades e organizações são partes legítimas para ingressar em juízo em defesa de seus direitos e interesses, intervindo o Ministério Público em todos os atos do processo. TÍTULO IX - DAS DISPOSIÇÕES CONSTITUCIONAIS GERAIS
233;Art. 233 . (Revogado pela EC nº 28,2000)
234;Art. 234 . É vedado à União, direta ou indiretamente, assumir, em decorrência da criação de Estado, encargos referentes a despesas com pessoal inativo e com encargos e amortizações da dívida interna ou externa da administração pública, inclusive da indireta.
235;Art. 235 . Nos dez primeiros anos da criação de Estado, serão observadas as seguintes normas básicas - a Assembleia Legislativa será composta de dezessete Deputados se a população do Estado for inferior a seiscentos mil habitantes, e de vinte e quatro, se igual ou superior a esse número, até um milhão e quinhentos mil, Il - o Governo terá no máximo dez Secretarias, Ill - o Tribunal de Contas terá três membros, nomeados, pelo Governador eleito, dentre brasileiros de comprovada idoneidade e notório saber, 127 128 “RATIVA DO BRASIL CONSTITUIÇÃO DA REPUBLICA FI IV - o Tribunal de Justiça terá sete desembargadores, V- os primeiros desembargadores serão nomeados pelo Governador eleito, escolhidos da seguinte forma a) cinco dentre os magistrados com mais de trinta e cinco anos de idade, em exercício na área do novo Estado ou do Estado originário, b) dois dentre promotores, nas mesmas condições, e advogados de comprovada idonei- dade e saber jurídico, com dez anos, no mínimo, de exercício profissional, obedecido o proce- dimento fixado na Constituição, VI - no caso de Estado proveniente de Território Federal, os cinco primeiros desembargado- res poderão ser escolhidos dentre juízes de direito de qualquer parte do País, VII- em cada comarca, o primeiro juiz de direito, o primeiro promotor de justiça e o primeiro defensor público serão nomeados pelo Governador eleito após concurso público de provas e títulos, VIII — até a promulgação da Constituição estadual, responderão pela Procuradoria-Geral, pela Advocacia-Gerale pela Defensoria-Geral do Estado advogados de notório saber, com trinta e cinco anos de idade, no mínimo, nomeados pelo Governador eleito e demissíveis ad nutum, IX - se o novo Estado for resultado de transformação de Território Federal, a transferência de encargos financeiros da União para pagamento dos servidores optantes que pertenciam à administração federal ocorrerá da seguinte forma a) no sexto ano de instalação, o Estado assumirá vinte por cento dos encargos financeiros para fazer face ao pagamento dos servidores públicos, ficando ainda o restante sob a respon- sabilidade da União, b) no sétimo ano, os encargos do Estado serão acrescidos de trinta por cento e, no oitavo, dos restantes cinquenta por cento, X - as nomeações que se seguirem às primeiras, para os cargos mencionados neste artigo, serão disciplinadas na Constituição estadual, XI - as despesas orçamentárias com pessoal não poderão ultrapassar cinquenta por cento da receita do Estado.
236;Art. 236 . Os serviços notariais e de registro são exercidos em caráter privado, por delegação do poder público. § 1º Lei regulará as atividades, disciplinará a responsabilidade civil e criminal dos notários, dos oficiais de registro e de seus prepostos, e definirá a fiscalização de seus atos pelo Poder Judiciário. § 2º Lei federal estabelecerá normas gerais para fixação de emolumentos relativos aos atos praticados pelos serviços notariais e de registro. § 3º O ingresso na atividade notarial e de registro depende de concurso público de provas e títulos, não se permitindo que qualquer serventia fique vaga, sem abertura de concurso de provimento ou de remoção, por mais de seis meses.
237;Art. 237 . A fiscalização e o controle sobre o comércio exterior, essenciais à defesa dos interes- ses fazendários nacionais, serão exercidos pelo Ministério da Fazenda.
238;Art. 238 . A lei ordenará a venda e revenda de combustíveis de petróleo, álcool carburante e outros combustíveis derivados de matérias-primas renováveis, respeitados os princípios desta Constituição.
239;Art. 239 . A arrecadação decorrente das contribuições para o Programa de Integração Social, criado pela Lei Complementar nº 7, de 7 de setembro de 1970, e para o Programa de Formação do Patrimônio do Servidor Público, criado pela Lei Complementar nº 8, de 3 de dezembro de ART. 240 129 1970, passa, a partir da promulgação desta Constituição, a financiar, nos termos que a lei dis- puser, o programa do seguro-desemprego, outras ações da previdência social e o abono de que trata o § 3º deste artigo. (Caput do artigo com redação dada pela EC nº 103, de 2019) 8 1º Dos recursos mencionados no caput, no mínimo 28% (vinte e oito por cento) serão destinados para o financiamento de programas de desenvolvimento econômico, por meio do Banco Nacional de Desenvolvimento Econômico e Social, com critérios de remuneração que preservem o seu valor. (Parágrafo com redação dada pela EC nº 103, de 2019) 8 2º Os patrimônios acumulados do Programa de Integração Social e do Programa de Formação do Patrimônio do Servidor Público são preservados, mantendo-se os critérios de saque nas situações previstas nas leis específicas, com exceção da retirada por motivo de casamento, ficando vedada a distribuição da arrecadação de que trata o caput deste artigo, para depósito nas contas individuais dos participantes. § 3º Aos empregados que percebam de empregadores que contribuem para o Programa de Integração Social ou para o Programa de Formação do Patrimônio do Servidor Público, até dois salários mínimos de remuneração mensal, é assegurado o pagamento de um salário mínimo anual, computado neste valor o rendimento das contas individuais, no caso daqueles que já participavam dos referidos programas, até a data da promulgação desta Constituição. 8 4º O financiamento do seguro-desemprego receberá uma contribuição adicional da em- presa cujo índice de rotatividade da força de trabalho superar o índice médio da rotatividade do setor, na forma estabelecida por lei. 8 5º Os programas de desenvolvimento econômico financiados na forma do § 1º e seus resultados serão anualmente avaliados e divulgados em meio de comunicação social eletrô- nico e apresentados em reunião da comissão mista permanente de que trata o 8 1º do art. 166. (Parágrafo acrescido pela EC nº 103, de 2019)
